β,NoDur,Manuf,BusEq,Shops,Hlth,RiskFunction
0.1,0.2343885342990937,0.0562927335944864,0.29458685832335796,0.18351404153145479,0.2312172729385013,-0.0012539548231698117
0.5,0.44499623455016013,0.003436866566362317,0.5103675819172441,0.02268030445113091,0.018517408008630755,0.028131430589056323
0.8,0.2458535402585259,0.030125496664397622,0.30655330478804277,0.20025457352460602,0.21721548834256912,0.05321245279788746
