Date,NoDur,Manuf,BusEq,Shops,Hlth,Benchmark
1955-10-01,-0.008300,-0.034200,-0.056100,-0.025100,0.008200,-0.023100
1955-11-01,0.035100,0.083700,0.107600,0.060100,0.062900,0.069880
1955-12-01,0.011900,0.030300,0.059400,-0.007700,0.062300,0.031240
1956-01-01,-0.015200,-0.045600,-0.053200,-0.044100,-0.065000,-0.044620
1956-02-01,0.010900,0.053900,0.061600,0.028200,0.082900,0.047500
1956-03-01,0.017500,0.088800,0.110500,0.004300,0.072600,0.058740
1956-04-01,0.008600,0.021700,-0.006800,-0.018200,0.027700,0.006600
1956-05-01,-0.032500,-0.062900,-0.052500,-0.045600,-0.012400,-0.041180
1956-06-01,0.006500,0.050300,0.074500,0.022100,0.036000,0.037880
1956-07-01,0.019900,0.077800,0.052200,0.045700,0.031000,0.045320
1956-08-01,-0.013800,-0.028100,-0.037100,-0.026200,-0.030800,-0.027200
1956-09-01,-0.032600,-0.058300,-0.068500,-0.044100,-0.037000,-0.048100
1956-10-01,0.004000,0.014100,0.032800,0.013300,0.005800,0.014000
1956-11-01,-0.004400,0.006300,0.004200,-0.021500,-0.013600,-0.005800
1956-12-01,0.012500,0.044300,0.049300,-0.004300,0.060700,0.032500
1957-01-01,0.017700,-0.056800,-0.066000,-0.012500,-0.022700,-0.028060
1957-02-01,-0.014000,-0.032300,0.000200,-0.009300,-0.003500,-0.011780
1957-03-01,0.015800,0.016500,0.051500,0.020000,0.082300,0.037220
1957-04-01,0.013900,0.032500,0.081000,0.001800,0.054300,0.036700
1957-05-01,0.013900,0.033200,0.055100,0.025600,0.048000,0.035160
1957-06-01,-0.006500,0.008700,0.048900,-0.019100,0.064800,0.019360
1957-07-01,0.009200,-0.003100,0.012900,0.028900,0.026000,0.014780
1957-08-01,-0.020000,-0.062700,-0.069100,-0.027100,-0.029700,-0.041720
1957-09-01,-0.011600,-0.072900,-0.061700,0.004100,-0.030400,-0.034500
1957-10-01,-0.021200,-0.050100,-0.026400,-0.039300,-0.006800,-0.028760
1957-11-01,0.033700,0.024800,0.070200,0.017400,0.086300,0.046480
1957-12-01,0.004300,-0.053900,-0.037700,-0.017200,-0.004800,-0.021860
1958-01-01,0.074600,0.065800,0.040000,0.074900,-0.004100,0.050240
1958-02-01,0.020400,-0.013000,-0.018100,0.014100,0.049500,0.010580
1958-03-01,0.042000,0.024500,0.025900,0.040800,0.081700,0.042980
1958-04-01,0.035400,0.017200,-0.004600,0.030000,0.065600,0.028720
1958-05-01,0.027200,0.042400,0.019700,0.036200,0.014400,0.027980
1958-06-01,0.026400,0.022100,0.032400,0.021500,0.035500,0.027580
1958-07-01,0.016400,0.085500,0.034600,0.018700,0.059800,0.043000
1958-08-01,0.029300,0.025600,0.020300,0.057100,0.019800,0.030420
1958-09-01,0.042600,0.054000,0.061100,0.040300,0.117400,0.063080
1958-10-01,0.025000,0.037800,0.047600,0.012100,0.010500,0.026600
1958-11-01,0.041000,0.029600,0.038000,0.059000,0.080400,0.049600
1958-12-01,0.026800,0.051500,0.143900,0.057200,0.046100,0.065100
1959-01-01,0.038100,0.011500,-0.024700,0.034900,-0.006200,0.010720
1959-02-01,0.030100,0.031400,0.048100,0.026500,0.038800,0.034980
1959-03-01,0.002900,-0.011400,0.025600,-0.016700,0.042500,0.008580
1959-04-01,0.030100,0.037400,0.073700,0.015400,0.119300,0.055180
1959-05-01,0.013300,0.027600,0.063100,0.027200,-0.010700,0.024100
1959-06-01,0.016700,0.028700,-0.016700,0.022700,0.066000,0.023480
1959-07-01,0.037000,0.028100,-0.007200,0.021200,0.047400,0.025300
1959-08-01,-0.003900,-0.015000,-0.023800,0.007900,-0.035700,-0.014100
1959-09-01,-0.032500,-0.048300,-0.041200,-0.021200,-0.049500,-0.038540
1959-10-01,0.038000,0.018900,0.040400,0.008700,0.023400,0.025880
1959-11-01,0.012500,0.028100,0.086300,0.023400,0.056200,0.041300
1959-12-01,0.012300,0.015900,0.038000,0.026800,-0.016800,0.015240
1960-01-01,-0.033600,-0.080100,-0.096200,-0.056700,-0.063800,-0.066080
1960-02-01,0.029600,0.012400,0.043900,0.042200,0.003100,0.026240
1960-03-01,-0.014100,-0.035700,0.010900,0.001000,0.016200,-0.004340
1960-04-01,0.015200,-0.025500,0.005100,-0.002300,0.016500,0.001800
1960-05-01,0.065300,0.044300,0.091300,0.031400,0.137300,0.073920
1960-06-01,0.043300,0.019200,0.010900,0.038200,-0.001600,0.022000
1960-07-01,-0.009500,-0.031900,-0.044900,-0.030100,-0.038700,-0.031020
1960-08-01,0.045200,0.018600,0.006700,0.031300,0.024700,0.025300
1960-09-01,-0.034400,-0.074200,-0.084300,-0.083900,-0.087200,-0.072800
1960-10-01,0.016600,-0.019400,-0.023200,0.002300,-0.034900,-0.011720
1960-11-01,0.086700,0.050300,0.067800,0.069200,0.040500,0.062900
1960-12-01,0.044800,0.040100,0.038200,0.022600,0.062200,0.041580
1961-01-01,0.054100,0.062500,0.031000,0.029400,0.060200,0.047440
1961-02-01,0.066100,0.057200,0.031500,0.049600,0.052000,0.051280
1961-03-01,0.048500,0.014600,0.030100,0.058700,0.038000,0.037980
1961-04-01,-0.013500,-0.013200,0.001400,0.005900,-0.003100,-0.004500
1961-05-01,0.036800,0.039000,0.038100,0.040900,0.022800,0.035520
1961-06-01,-0.014000,-0.043400,-0.031600,0.005800,-0.034300,-0.023500
1961-07-01,0.028400,0.018400,0.024400,0.024600,0.035000,0.026160
1961-08-01,0.051300,0.017200,0.048900,0.032600,0.038600,0.037720
1961-09-01,0.000500,-0.046200,0.008200,0.003100,-0.012300,-0.009340
1961-10-01,0.033500,0.003200,0.029000,0.090600,0.036600,0.038580
1961-11-01,0.054900,0.029000,0.031100,0.051300,0.031300,0.039520
1961-12-01,-0.031900,0.005900,-0.009200,-0.003500,-0.019900,-0.011720
1962-01-01,-0.061500,-0.030100,-0.045900,-0.086300,-0.047800,-0.054320
1962-02-01,0.002500,0.008300,-0.004000,0.016400,0.037500,0.012140
1962-03-01,-0.011000,0.001700,0.000800,0.009100,0.004100,0.000940
1962-04-01,-0.067700,-0.083800,-0.124100,-0.044300,-0.113400,-0.086660
1962-05-01,-0.113100,-0.086500,-0.107500,-0.090800,-0.108100,-0.101200
1962-06-01,-0.088200,-0.097600,-0.118000,-0.102600,-0.129000,-0.107080
1962-07-01,0.052300,0.047900,0.114100,0.043700,0.077800,0.067160
1962-08-01,0.009000,0.019000,0.030300,0.043000,-0.079200,0.004420
1962-09-01,-0.056100,-0.071300,-0.093700,-0.066300,-0.040500,-0.065580
1962-10-01,-0.032700,-0.002000,0.000100,-0.013400,0.024600,-0.004680
1962-11-01,0.121200,0.138500,0.148200,0.111600,0.176300,0.139160
1962-12-01,0.014500,-0.017200,-0.007000,0.000400,0.008800,-0.000100
1963-01-01,0.059400,0.061400,0.061100,0.041300,0.056600,0.055960
1963-02-01,-0.030400,-0.017600,-0.058200,-0.006800,-0.025800,-0.027760
1963-03-01,0.025600,0.023000,0.029600,0.020100,0.011800,0.022020
1963-04-01,0.023900,0.044600,0.073600,0.054600,0.076300,0.054600
1963-05-01,0.018800,0.029000,0.042300,0.026100,-0.002500,0.022740
1963-06-01,-0.013800,-0.026500,-0.049700,-0.013900,-0.010900,-0.022960
1963-07-01,-0.004800,-0.015000,-0.006600,-0.010500,0.005700,-0.006240
1963-08-01,0.048900,0.067800,0.051200,0.064300,0.095700,0.065580
1963-09-01,-0.017400,-0.008300,0.004000,0.009200,-0.040700,-0.010640
1963-10-01,0.026600,0.024600,0.082700,0.005200,0.033900,0.034600
1963-11-01,-0.011300,-0.004000,-0.003200,-0.012500,-0.016400,-0.009480
1963-12-01,0.028400,0.009800,0.029800,0.003300,0.015400,0.017340
1964-01-01,0.007800,0.024100,0.029900,0.025100,0.037000,0.024780
1964-02-01,0.018600,0.031200,0.019100,0.016300,0.016500,0.020340
1964-03-01,0.030800,0.042100,0.034100,0.024300,-0.019400,0.022380
1964-04-01,-0.004700,-0.017800,-0.037900,0.028700,-0.014200,-0.009180
1964-05-01,0.015500,0.015600,0.028300,0.039000,0.005200,0.020720
1964-06-01,0.016700,0.013900,0.005000,0.038300,0.005800,0.015940
1964-07-01,0.017600,0.009700,-0.019400,0.011900,0.047500,0.013460
1964-08-01,-0.002600,-0.008500,-0.028400,0.003300,-0.042200,-0.015680
1964-09-01,0.017000,0.048600,0.011100,0.034800,0.027500,0.027800
1964-10-01,-0.001900,0.001800,-0.010200,0.023100,0.028600,0.008280
1964-11-01,0.007100,-0.015800,-0.003000,0.032300,0.021700,0.008460
1964-12-01,0.002300,-0.013500,0.000000,0.001600,0.043800,0.006840
1965-01-01,0.060600,0.055000,0.075900,0.030500,0.076600,0.059720
1965-02-01,0.015900,0.033500,0.022200,0.013900,0.024200,0.021940
1965-03-01,-0.007700,-0.002000,-0.005900,-0.008200,-0.009200,-0.006600
1965-04-01,0.042000,0.050300,0.052200,0.068000,0.029700,0.048440
1965-05-01,-0.007800,-0.008000,0.004000,0.001900,-0.012500,-0.004480
1965-06-01,-0.051000,-0.064300,-0.057200,-0.062200,-0.053100,-0.057560
1965-07-01,0.015800,0.028500,0.037000,-0.014000,0.039500,0.021360
1965-08-01,0.040600,0.043500,0.059600,0.022900,0.063000,0.045920
1965-09-01,0.004800,0.040600,0.052700,-0.006800,0.022400,0.022740
1965-10-01,0.025900,0.050900,0.051000,0.003100,0.032300,0.032640
1965-11-01,0.010800,0.025700,0.028100,0.013400,0.037900,0.023180
1965-12-01,0.012900,0.036500,-0.016500,0.012600,0.038200,0.016740
1966-01-01,0.019300,0.041100,0.012800,-0.042800,0.027800,0.011640
1966-02-01,-0.004800,-0.002700,0.051900,-0.018400,-0.015600,0.002080
1966-03-01,-0.026500,-0.012000,-0.007900,-0.021200,-0.016000,-0.016720
1966-04-01,0.004100,0.039300,0.076100,0.030800,-0.000100,0.030040
1966-05-01,-0.049200,-0.063500,-0.060200,-0.029300,-0.052600,-0.050960
1966-06-01,-0.018000,-0.001800,-0.000300,-0.023800,0.009900,-0.006800
1966-07-01,-0.011900,-0.019600,-0.017400,-0.019700,-0.017200,-0.017160
1966-08-01,-0.072200,-0.080400,-0.060400,-0.064200,-0.081100,-0.071660
1966-09-01,-0.014500,-0.028600,-0.019700,-0.020000,-0.011400,-0.018840
1966-10-01,0.045300,0.026100,0.002600,-0.013800,0.048700,0.021780
1966-11-01,0.023100,0.037100,0.112100,0.007000,0.069100,0.049680
1966-12-01,0.002200,0.015600,0.003700,-0.041600,-0.001800,-0.004380
1967-01-01,0.093900,0.114700,0.102300,0.118000,0.064500,0.098680
1967-02-01,0.020300,0.015500,0.062900,0.032200,0.014000,0.028980
1967-03-01,0.044500,0.060100,0.054100,0.023300,0.078600,0.052120
1967-04-01,0.046000,0.033100,0.077700,0.092100,0.044500,0.058680
1967-05-01,-0.027200,-0.033600,-0.043100,-0.045700,-0.052900,-0.040500
1967-06-01,0.027500,0.026400,0.063800,0.037800,0.054100,0.041920
1967-07-01,0.060500,0.049100,0.040500,0.060000,0.037900,0.049600
1967-08-01,-0.008200,-0.005300,-0.009800,0.003300,0.006500,-0.002700
1967-09-01,0.031000,0.027100,0.083800,0.024500,0.029000,0.039080
1967-10-01,-0.026200,-0.045700,0.051700,0.006600,-0.050300,-0.012780
1967-11-01,0.004900,0.013900,0.014300,0.008400,0.013300,0.010960
1967-12-01,0.031300,0.047000,0.020900,0.034500,0.017000,0.030140
1968-01-01,-0.004300,-0.061200,-0.088500,0.011300,-0.065700,-0.041680
1968-02-01,-0.027100,-0.045900,-0.045400,-0.008500,-0.042500,-0.033880
1968-03-01,0.006400,0.008700,0.043400,0.028600,0.001100,0.017640
1968-04-01,0.109700,0.113800,0.124000,0.122200,0.119000,0.117740
1968-05-01,0.050000,0.042200,0.038900,0.034300,0.033500,0.039780
1968-06-01,0.010000,-0.004600,-0.020400,0.005100,0.022300,0.002480
1968-07-01,-0.036900,-0.045400,-0.054800,-0.051600,-0.041200,-0.045980
1968-08-01,0.027400,0.038300,0.004700,0.022600,0.006800,0.019960
1968-09-01,0.048700,0.043900,0.029300,0.078400,0.008400,0.041740
1968-10-01,0.008700,0.005100,-0.049800,0.006900,-0.000400,-0.005900
1968-11-01,0.046700,0.059100,0.086700,0.051400,0.081200,0.065020
1968-12-01,-0.010200,-0.030100,-0.054300,-0.041300,-0.010200,-0.029220
1969-01-01,-0.011900,-0.002400,-0.047400,-0.009700,-0.002300,-0.014740
1969-02-01,-0.066200,-0.060600,-0.035800,-0.041500,-0.051700,-0.051160
1969-03-01,0.007100,0.031300,0.054600,0.050700,0.033500,0.035440
1969-04-01,0.010500,0.014800,0.039500,0.039400,0.049800,0.030800
1969-05-01,0.012100,-0.013500,-0.016800,0.004800,0.016800,0.000680
1969-06-01,-0.073700,-0.071300,-0.000200,-0.055100,-0.050400,-0.050140
1969-07-01,-0.068500,-0.061800,-0.053900,-0.084500,-0.027300,-0.059200
1969-08-01,0.049500,0.041600,0.070300,0.081300,0.093100,0.067160
1969-09-01,0.003300,-0.014500,0.002300,-0.006600,0.020900,0.001080
1969-10-01,0.083200,0.067300,0.057900,0.067100,0.089800,0.073060
1969-11-01,-0.023600,-0.033500,-0.018200,-0.040900,0.003200,-0.022600
1969-12-01,-0.019400,-0.014000,-0.007400,-0.030000,0.043000,-0.005560
1970-01-01,-0.042500,-0.078100,-0.091700,-0.060900,-0.071200,-0.068880
1970-02-01,0.047000,0.057300,0.029500,0.055800,0.056000,0.049120
1970-03-01,-0.007800,-0.002600,-0.025900,-0.017200,-0.050900,-0.020880
1970-04-01,-0.101400,-0.097900,-0.144600,-0.111200,-0.101100,-0.111240
1970-05-01,-0.074500,-0.090100,-0.095000,-0.094700,-0.077700,-0.086400
1970-06-01,-0.014800,-0.056300,-0.118500,-0.039800,-0.005100,-0.046900
1970-07-01,0.066800,0.045100,0.023500,0.103800,0.021600,0.052160
1970-08-01,0.014600,0.048800,0.080800,0.053100,0.018200,0.043100
1970-09-01,0.055200,0.048500,0.102200,0.079500,0.080300,0.073140
1970-10-01,0.007000,-0.036700,-0.034800,-0.016900,0.001000,-0.016080
1970-11-01,0.047300,0.035600,0.041000,0.068800,0.030800,0.044700
1970-12-01,0.075000,0.080000,0.043200,0.054100,0.053600,0.061180
1971-01-01,0.048200,0.061500,0.053700,0.082900,0.048800,0.059020
1971-02-01,0.037700,0.011000,0.028400,0.036400,0.013900,0.025480
1971-03-01,0.044500,0.042400,0.080200,0.068100,0.036700,0.054380
1971-04-01,0.021300,0.042300,0.023300,0.049700,0.042500,0.035820
1971-05-01,-0.030100,-0.027300,-0.062200,-0.017900,-0.021100,-0.031720
1971-06-01,-0.001500,-0.003400,-0.021500,0.003000,0.020200,-0.000640
1971-07-01,-0.021400,-0.050300,-0.087100,-0.034500,-0.022500,-0.043160
1971-08-01,0.031000,0.064600,0.056300,0.062000,0.032800,0.049340
1971-09-01,-0.000700,-0.006600,-0.015600,0.007300,0.006600,-0.001800
1971-10-01,-0.043300,-0.065300,-0.043200,-0.034500,-0.025000,-0.042260
1971-11-01,-0.003400,-0.010200,0.018300,0.002400,0.005900,0.002600
1971-12-01,0.105400,0.108900,0.112100,0.101700,0.079100,0.101440
1972-01-01,0.025000,0.030600,0.084100,0.004300,0.026000,0.034000
1972-02-01,0.046500,0.051100,0.017200,0.056600,0.071300,0.048540
1972-03-01,0.000800,0.026400,0.010400,0.019800,0.004600,0.012400
1972-04-01,0.019000,0.019600,0.007600,-0.005600,0.010800,0.010280
1972-05-01,0.004100,0.016400,0.037600,0.017900,0.035200,0.022240
1972-06-01,-0.011500,-0.018100,-0.025500,-0.042200,0.025100,-0.014440
1972-07-01,-0.015800,0.002600,0.009800,-0.024600,0.031300,0.000660
1972-08-01,-0.001100,0.012600,0.029000,-0.004300,0.010400,0.009320
1972-09-01,-0.026200,-0.008600,-0.011300,-0.005000,-0.004400,-0.011100
1972-10-01,-0.000100,0.006800,-0.033400,0.008900,0.015100,-0.000540
1972-11-01,0.068800,0.042900,0.025400,0.060100,-0.005600,0.038320
1972-12-01,0.005300,0.002800,0.020100,0.017300,0.037400,0.016580
1973-01-01,-0.047600,-0.041400,0.021100,-0.040900,-0.011900,-0.024140
1973-02-01,-0.043700,-0.027900,-0.029800,-0.064500,-0.007100,-0.034600
1973-03-01,-0.010000,-0.002900,-0.011500,-0.056400,0.007800,-0.014600
1973-04-01,-0.062500,-0.049700,-0.064900,-0.085200,-0.054900,-0.063440
1973-05-01,-0.021300,-0.008400,-0.026800,-0.022300,0.010600,-0.013640
1973-06-01,-0.034400,-0.001800,-0.001000,-0.057600,0.000100,-0.018940
1973-07-01,0.074300,0.067300,0.048500,0.111400,0.068700,0.074040
1973-08-01,-0.033100,-0.004100,-0.037600,-0.041500,-0.069000,-0.037060
1973-09-01,0.059000,0.044300,-0.031600,0.071700,0.007800,0.030240
1973-10-01,-0.022500,0.003300,0.041800,-0.036500,0.018300,0.000880
1973-11-01,-0.143200,-0.139600,-0.114400,-0.189000,-0.077600,-0.132760
1973-12-01,-0.015700,0.017000,-0.044400,-0.002100,-0.044800,-0.018000
1974-01-01,0.023600,0.004200,0.011100,0.066900,-0.025600,0.016040
1974-02-01,0.001500,0.002300,-0.006600,0.008100,-0.012200,-0.001380
1974-03-01,-0.019000,-0.017700,-0.027000,-0.031200,0.012100,-0.016560
1974-04-01,-0.036700,-0.029000,-0.036300,-0.019600,-0.014800,-0.027280
1974-05-01,-0.029100,-0.042500,-0.039100,0.011900,-0.001200,-0.020000
1974-06-01,-0.005700,-0.010200,-0.029100,-0.027300,-0.016200,-0.017700
1974-07-01,-0.101600,-0.073600,-0.082200,-0.128300,-0.141400,-0.105420
1974-08-01,-0.102000,-0.095500,-0.047400,-0.130800,-0.080600,-0.091260
1974-09-01,-0.120600,-0.134200,-0.169000,-0.122700,-0.155600,-0.140420
1974-10-01,0.157000,0.142300,0.147100,0.100000,0.295900,0.168460
1974-11-01,-0.038600,-0.054800,-0.050700,-0.057500,-0.012300,-0.042780
1974-12-01,-0.005100,-0.050000,-0.052100,-0.033600,-0.033200,-0.034800
1975-01-01,0.187300,0.162400,0.152000,0.259700,-0.007500,0.150780
1975-02-01,0.040400,0.079100,0.132400,0.051700,0.160700,0.092860
1975-03-01,0.071600,0.052000,0.010200,0.107600,0.012900,0.050860
1975-04-01,0.030200,0.085900,0.056200,0.025900,0.006500,0.040940
1975-05-01,0.052200,0.030700,0.060600,0.040100,0.065300,0.049780
1975-06-01,0.052800,0.036900,0.020600,0.074500,0.009600,0.038880
1975-07-01,-0.053800,-0.060700,-0.094600,-0.074700,-0.120300,-0.080820
1975-08-01,-0.031300,-0.008700,-0.028500,-0.003300,-0.033200,-0.021000
1975-09-01,-0.024400,-0.052000,-0.008000,-0.035400,-0.065200,-0.037000
1975-10-01,0.105800,0.048800,0.085000,0.099200,0.106700,0.089100
1975-11-01,0.040900,0.030100,0.050600,0.046600,0.051300,0.043900
1975-12-01,-0.014900,-0.011300,-0.012000,-0.030400,-0.063600,-0.026440
1976-01-01,0.109400,0.172800,0.181700,0.089900,0.077400,0.126240
1976-02-01,-0.010900,0.024100,0.010700,0.046800,-0.065600,0.001020
1976-03-01,0.007200,0.022500,0.030500,0.034400,0.065400,0.032000
1976-04-01,-0.016600,-0.018000,-0.034700,-0.046700,-0.043100,-0.031820
1976-05-01,-0.021700,-0.008000,0.004900,-0.057700,-0.028200,-0.022140
1976-06-01,0.036400,0.044400,0.082300,0.014700,0.036700,0.042900
1976-07-01,0.014800,-0.020100,-0.022200,-0.022400,-0.003800,-0.010740
1976-08-01,-0.003400,-0.014000,-0.008600,0.028600,0.021700,0.004860
1976-09-01,0.015900,0.013900,0.029100,0.004500,0.036300,0.019940
1976-10-01,-0.016200,-0.036900,-0.044600,-0.009100,-0.037400,-0.028840
1976-11-01,0.017400,0.011000,0.015600,0.048500,-0.097600,-0.001020
1976-12-01,0.052100,0.050400,0.037700,0.023300,0.062900,0.045280
1977-01-01,-0.040800,-0.056700,-0.039300,-0.071300,-0.088300,-0.059280
1977-02-01,-0.013900,-0.004800,-0.006500,-0.018400,-0.002100,-0.009140
1977-03-01,-0.014000,0.000000,-0.000900,-0.027500,-0.017900,-0.012060
1977-04-01,0.005200,0.009900,-0.036000,-0.034400,-0.052200,-0.021500
1977-05-01,-0.009400,-0.028300,-0.015000,-0.027800,-0.018900,-0.019880
1977-06-01,0.045300,0.037800,0.078100,0.060900,0.090300,0.062480
1977-07-01,0.011800,-0.041200,-0.000700,-0.002200,-0.022300,-0.010920
1977-08-01,0.001100,-0.014700,0.005900,0.046300,0.038400,0.015400
1977-09-01,0.002700,-0.011500,-0.018400,-0.007000,-0.008900,-0.008620
1977-10-01,-0.033500,-0.050300,-0.032300,-0.031800,-0.017500,-0.033080
1977-11-01,0.045900,0.046600,0.052800,0.055500,0.060900,0.052340
1977-12-01,0.000100,0.007400,0.023300,-0.012300,0.006200,0.004940
1978-01-01,-0.053000,-0.058400,-0.046700,-0.068400,-0.018900,-0.049080
1978-02-01,0.001100,-0.020700,-0.034900,-0.004400,-0.030200,-0.017820
1978-03-01,0.041700,0.043600,-0.006900,0.028500,0.041700,0.029720
1978-04-01,0.069200,0.114700,0.133400,0.108300,0.092400,0.103600
1978-05-01,0.042300,0.052200,0.016400,0.012600,0.051700,0.035040
1978-06-01,-0.002600,-0.013700,-0.004100,-0.019700,0.011400,-0.005740
1978-07-01,0.035000,0.087900,0.086900,0.051300,0.088700,0.069960
1978-08-01,0.041100,0.039900,0.060800,0.057000,0.009700,0.041700
1978-09-01,-0.004000,-0.023300,-0.042600,-0.026400,-0.027100,-0.024680
1978-10-01,-0.115800,-0.122500,-0.106800,-0.141800,-0.128400,-0.123060
1978-11-01,0.021900,0.032800,0.051500,0.026300,0.051800,0.036860
1978-12-01,0.016800,0.016100,0.065100,-0.006600,0.034200,0.025120
1979-01-01,0.041800,0.072100,0.042500,0.057300,0.014200,0.045580
1979-02-01,-0.034900,-0.047200,-0.033300,-0.044200,-0.045200,-0.040960
1979-03-01,0.041500,0.075200,0.075300,0.061200,0.050400,0.060720
1979-04-01,0.002000,-0.003300,0.003700,0.008800,0.004300,0.003100
1979-05-01,-0.017800,-0.020500,-0.019600,-0.024400,-0.026400,-0.021740
1979-06-01,0.033200,0.039000,0.004200,0.028000,0.048300,0.030540
1979-07-01,0.020300,0.018300,-0.017100,0.012600,0.001500,0.007120
1979-08-01,0.075600,0.075900,0.060100,0.088800,0.085800,0.077240
1979-09-01,-0.018700,-0.013100,-0.017300,-0.007500,-0.005500,-0.012420
1979-10-01,-0.076600,-0.090800,-0.077500,-0.088900,-0.043400,-0.075440
1979-11-01,0.051600,0.045000,0.081900,0.038300,0.087900,0.060940
1979-12-01,0.033700,0.046400,0.016800,0.030700,0.020800,0.029680
1980-01-01,0.031100,0.088100,0.074900,0.013100,-0.012900,0.038860
1980-02-01,-0.048600,-0.027500,-0.036300,-0.048600,-0.046400,-0.041480
1980-03-01,-0.081700,-0.123700,-0.126700,-0.096300,-0.028500,-0.091380
1980-04-01,0.064000,0.023700,0.005600,0.045000,0.042900,0.036240
1980-05-01,0.079500,0.056400,0.047900,0.106800,0.069700,0.072060
1980-06-01,0.029900,0.028200,0.030800,0.024200,0.002200,0.023060
1980-07-01,0.077400,0.114800,0.154100,0.108200,0.088800,0.108660
1980-08-01,0.014700,0.014700,0.036200,0.018000,0.002700,0.017260
1980-09-01,0.002000,0.036700,0.018800,0.012800,0.036200,0.021300
1980-10-01,0.002900,0.012300,0.017700,-0.011500,-0.012400,0.001800
1980-11-01,0.009300,0.088100,0.099100,0.025800,0.088800,0.062220
1980-12-01,0.010000,-0.025400,-0.009700,-0.013900,0.046100,0.001420
1981-01-01,0.020300,-0.028000,-0.082300,0.004400,-0.016200,-0.020360
1981-02-01,0.024800,0.042700,0.003200,0.026800,0.018000,0.023100
1981-03-01,0.069400,0.073800,0.050400,0.128400,0.058700,0.076140
1981-04-01,0.011500,-0.008700,-0.000200,0.028900,0.030300,0.012360
1981-05-01,0.026500,-0.001400,0.043400,0.028600,0.034600,0.026340
1981-06-01,-0.001800,-0.023600,-0.067600,-0.014300,-0.056000,-0.032660
1981-07-01,-0.007600,-0.026200,-0.036300,-0.034000,-0.039000,-0.028620
1981-08-01,-0.049300,-0.073300,-0.073000,-0.056100,-0.077500,-0.065840
1981-09-01,-0.021700,-0.074400,-0.036500,-0.036300,-0.012900,-0.036360
1981-10-01,0.074100,0.029400,0.051400,0.067600,0.079600,0.060420
1981-11-01,0.026600,0.051100,0.014000,0.010700,0.039400,0.028360
1981-12-01,-0.018100,-0.013200,-0.000500,-0.019200,-0.007400,-0.011680
1982-01-01,-0.009200,-0.038700,0.029100,0.001300,0.014400,-0.000620
1982-02-01,-0.019400,-0.054600,-0.052200,-0.014100,-0.017400,-0.031540
1982-03-01,0.024700,-0.019600,-0.036800,0.042800,-0.025600,-0.002900
1982-04-01,0.066800,0.026300,0.075200,0.053100,0.073900,0.059060
1982-05-01,-0.032900,-0.050600,-0.053900,-0.027300,-0.030500,-0.039040
1982-06-01,0.016600,-0.021100,-0.023800,0.026500,-0.007500,-0.001860
1982-07-01,-0.004500,-0.022200,0.016700,0.002200,0.007800,-0.000000
1982-08-01,0.091600,0.137400,0.129400,0.126000,0.124400,0.121760
1982-09-01,0.051400,-0.013300,0.011300,0.047700,0.013600,0.022140
1982-10-01,0.104600,0.134500,0.170700,0.168700,0.082200,0.132140
1982-11-01,0.052300,0.062000,0.107300,0.111900,0.051700,0.077040
1982-12-01,0.009700,0.018100,0.026600,-0.020700,0.005800,0.007900
1983-01-01,-0.010100,0.043200,0.083700,0.012600,0.014200,0.028720
1983-02-01,0.037600,0.042800,0.036900,0.079100,0.028300,0.044940
1983-03-01,0.075200,0.018800,0.006500,0.085100,0.045400,0.046200
1983-04-01,0.062000,0.057900,0.075300,0.085800,0.050500,0.066300
1983-05-01,-0.009500,0.023800,0.026900,0.004700,-0.027500,0.003680
1983-06-01,0.031900,0.015500,0.062000,0.061100,0.069200,0.047940
1983-07-01,-0.026600,-0.028600,-0.053500,-0.032800,-0.056800,-0.039660
1983-08-01,0.007200,-0.010900,-0.010300,-0.047300,-0.010100,-0.014280
1983-09-01,0.046600,0.029900,0.021700,0.021900,0.013000,0.026620
1983-10-01,-0.002100,-0.023800,-0.069900,-0.017700,-0.021800,-0.027060
1983-11-01,0.023000,0.078600,0.021800,0.044400,-0.030300,0.027500
1983-12-01,-0.004700,-0.003100,0.004400,-0.047200,-0.036300,-0.017380
1984-01-01,-0.007100,-0.033200,-0.062500,-0.058500,-0.005700,-0.033400
1984-02-01,-0.056500,-0.067100,-0.058900,-0.044500,-0.020300,-0.049460
1984-03-01,0.016300,0.025500,0.017200,0.012100,-0.006700,0.012880
1984-04-01,0.005700,-0.006100,-0.003800,0.003400,0.023200,0.004480
1984-05-01,-0.024100,-0.061400,-0.055000,-0.051800,-0.064600,-0.051380
1984-06-01,0.063200,0.037900,0.016800,0.074000,0.038600,0.046100
1984-07-01,-0.015700,-0.012800,-0.023600,0.001200,-0.037700,-0.017720
1984-08-01,0.086900,0.120600,0.139200,0.098600,0.104400,0.109940
1984-09-01,0.012600,-0.026400,-0.039700,0.000600,-0.044200,-0.019420
1984-10-01,0.013800,0.008400,-0.004900,-0.006900,0.016600,0.005400
1984-11-01,0.003800,-0.015200,-0.038500,-0.029100,-0.000800,-0.015960
1984-12-01,0.024400,0.024700,0.026000,0.007600,0.027100,0.021960
1985-01-01,0.048400,0.095700,0.125100,0.131300,0.083100,0.096720
1985-02-01,0.050700,0.010400,-0.013700,0.021000,0.036000,0.020880
1985-03-01,0.046400,-0.034200,-0.059500,-0.006100,0.030700,-0.004540
