β,risk_objective,q_opt,t_opt,used_extended_kwargs
0.1,-0.0012539548231698117,-0.07812943556346832,1.8307783016839787,true
0.5,0.028131430589056323,-0.014656534015378928,-2.2847613824989437,true
0.8,0.05321245279788746,0.05201687652349659,2.431181460167106,true
